id,sku,最低价格,下架价格,库存数量,centerID,卖家,销量,备注,名称,抢购物车cron,下购物车cron,加库存cron,下库存cron,,"注意：内容中不能有英文,必须使用中文，号代替"
,,,,,,,,,,,,, ,,
